"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",123,101,33,10,47,27,10,11,68,51.6,39.4,16,11
"Season",104.9,110.1,23.3,10,44.9,17.4,13.6,11.3,50.3,45.4,32.1,23.7,17.6
"Diff",18.1,-9.09999999999999,9.7,0,2.1,9.6,-3.6,-0.300000000000001,17.7,6.2,7.3,-7.7,-6.6
