"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",114,106,22,10,47,7,14,8,52,48.8,40.6,23,15
"Season",106.1,109.4,24.9,10,44.9,20.3,13,11.7,52.6,45.8,32,22.7,17
"Diff",7.90000000000001,-3.40000000000001,-2.9,0,2.1,-13.3,1,-3.7,-0.600000000000001,3,8.6,0.300000000000001,-2
