"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",93,103,17,4,42,11,8,2,34,39.5,30,32,17
"Season",109.1,109.9,25.6,10.9,45.6,19.7,13.9,12.6,55.1,47.1,33.5,21.4,16.7
"Diff",-16.1,-6.90000000000001,-8.6,-6.9,-3.6,-8.7,-5.9,-10.6,-21.1,-7.6,-3.5,10.6,0.300000000000001
