"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",98,104,27,9,38,28,11,20,52,42.9,25.8,21,19
"Season",108.4,109.7,24.1,10.1,46.1,17.3,13.4,10,52.6,46.6,34.1,23,16.4
"Diff",-10.4,-5.7,2.9,-1.1,-8.1,10.7,-2.4,10,-0.600000000000001,-3.7,-8.3,-2,2.6
