"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",91,103,15,16,51,10,24,6,44,38,28,29,18
"Season",109.4,109.9,25.9,9.1,44.3,19.9,11.6,12,53.7,47.3,33.8,21.9,16.6
"Diff",-18.4,-6.90000000000001,-10.9,6.9,6.7,-9.9,12.4,-6,-9.7,-9.3,-5.8,7.1,1.4
