"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",93,114,15,11,44,13,22,2,38,38.4,28,27,16
"Season",106.7,111.6,22.4,7.9,42.7,16.3,12,7.6,46.3,47.8,33.1,22.9,16.1
"Diff",-13.7,2.40000000000001,-7.4,3.1,1.3,-3.3,10,-5.6,-8.3,-9.4,-5.1,4.1,-0.100000000000001
