"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",95,114,20,7,41,9,9,4,38,38.3,30.3,27,15
"Season",106.4,111.6,21.7,8.4,43.1,16.9,13.9,7.3,46.3,47.8,32.8,22.9,16.3
"Diff",-11.4,2.40000000000001,-1.7,-1.4,-2.1,-7.9,-4.9,-3.3,-8.3,-9.5,-2.5,4.1,-1.3
