"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",107,124,25,8,41,18,14,6,58,50,22.6,20,16
"Season",104.7,110.1,21,8.3,43.1,15.6,13.1,7,43.4,46.1,33.9,23.9,16.1
"Diff",2.3,13.9,4,-0.300000000000001,-2.1,2.4,0.9,-1,14.6,3.9,-11.3,-3.9,-0.100000000000001
