"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",107,112,21,9,47,20,11,16,38,48.1,34.3,26,21
"Season",104.7,111.9,21.6,8.1,42.3,15.3,13.6,5.6,46.3,46.4,32.2,23,15.4
"Diff",2.3,0.0999999999999943,-0.600000000000001,0.9,4.7,4.7,-2.6,10.4,-8.3,1.7,2.09999999999999,3,5.6
