"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",101,123,19,5,37,11,5,6,38,46.2,37.5,23,18
"Season",105.6,110.3,21.9,8.7,43.7,16.6,14.4,7,46.3,46.7,31.8,23.4,15.9
"Diff",-4.59999999999999,12.7,-2.9,-3.7,-6.7,-5.6,-9.4,-1,-8.3,-0.5,5.7,-0.399999999999999,2.1
