"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",103,104,19,16,44,20,16,2,30,39.3,45.2,22,9
"Season",108.2,100.8,19.4,12,49.8,15.9,14.8,5.1,41,43.2,40,26.8,14.5
"Diff",-5.2,3.2,-0.399999999999999,4,-5.8,4.1,1.2,-3.1,-11,-3.90000000000001,5.2,-4.8,-5.5
