"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",114,96,19,11,51,23,12,9,48,48.4,47.4,17,9
"Season",106.9,101.8,19.4,12.6,48.9,15.5,15.2,4.2,38.8,42.1,39.7,27.4,14.5
"Diff",7.09999999999999,-5.8,-0.399999999999999,-1.6,2.1,7.5,-3.2,4.8,9.2,6.3,7.7,-10.4,-5.5
