"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",110,113,18,13,42,12,12,2,26,42,39.3,35,16
"Season",107.4,99.6,19.5,12.4,50,16.9,15.2,5.1,41.5,42.9,40.7,25.1,13.6
"Diff",2.59999999999999,13.4,-1.5,0.6,-8,-4.9,-3.2,-3.1,-15.5,-0.899999999999999,-1.40000000000001,9.9,2.4
