"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",113,110,22,10,41,19,12,4,50,46.5,40.9,27,12
"Season",107,100,19,12.8,50.1,16,15.2,4.9,38.5,42.3,40.5,26.1,14.1
"Diff",6,10,3,-2.8,-9.1,3,-3.2,-0.9,11.5,4.2,0.399999999999999,0.899999999999999,-2.1
