"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",100,97,17,10,44,26,14,4,44,44.4,31.8,26,15
"Season",110,115.4,22.4,10.7,40.3,19,14.6,6.6,49.4,47,38.2,26.1,15.7
"Diff",-10,-18.4,-5.4,-0.699999999999999,3.7,7,-0.6,-2.6,-5.4,-2.6,-6.4,-0.100000000000001,-0.699999999999999
