"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",119,116,23,17,44,15,24,7,52,48.8,36.4,35,15
"Season",106,112.7,21,9.7,39.5,21.8,12.2,6.2,47.7,45.8,37.1,25.2,15.5
"Diff",13,3.3,2,7.3,4.5,-6.8,11.8,0.8,4.3,3,-0.700000000000003,9.8,-0.5
