"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",104,98,20,11,47,27,12,10,48,49.4,27.3,24,21
"Season",109.4,115.3,22,10.6,39.9,18.9,14.9,5.7,48.9,46.3,38.8,26.4,14.9
"Diff",-5.40000000000001,-17.3,-2,0.4,7.1,8.1,-2.9,4.3,-0.899999999999999,3.1,-11.5,-2.4,6.1
