"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",125,122,20,10,40,31,14,6,54,45.1,47.8,35,16
"Season",106.4,111.9,22,10.7,40.9,18.3,14.6,6.3,48,46.9,35.9,24.9,15.6
"Diff",18.6,10.1,-2,-0.699999999999999,-0.899999999999999,12.7,-0.6,-0.3,6,-1.8,11.9,10.1,0.4
