"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",115,113,25,10,45,13,19,6,52,50,40,23,17
"Season",106,112.7,21,9.7,39.5,21.8,12.2,6.2,47.7,45.8,37.1,25.2,15.5
"Diff",9,0.299999999999997,4,0.300000000000001,5.5,-8.8,6.8,-0.2,4.3,4.2,2.9,-2.2,1.5
