"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",91,109,19,6,38,19,7,2,40,37.9,23.3,14,13
"Season",102.1,109,21.3,9.9,43.1,18.7,11.9,8.4,38.6,43.4,39.8,21,15.1
"Diff",-11.1,0,-2.3,-3.9,-5.1,0.300000000000001,-4.9,-6.4,1.4,-5.5,-16.5,-7,-2.1
