"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",117,111,20,14,50,19,21,17,56,51.1,50,15,13
"Season",98.4,108.7,21.1,8.7,41.4,18.7,9.9,6.3,36.3,41.5,36,20.9,15.1
"Diff",18.6,2.3,-1.1,5.3,8.6,0.300000000000001,11.1,10.7,19.7,9.6,14,-5.9,-2.1
