"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",106,117,27,3,31,23,7,7,32,46.8,44.8,26,16
"Season",100,107.9,20.1,10.3,44.1,18.1,11.9,7.7,39.7,42.2,36.7,19.3,14.7
"Diff",6,9.09999999999999,6.9,-7.3,-13.1,4.9,-4.9,-0.7,-7.7,4.59999999999999,8.09999999999999,6.7,1.3
