"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",109,119,22,12,49,20,9,10,52,43.6,34.8,27,19
"Season",99.6,107.6,20.9,9,41.6,18.6,11.6,7.3,36.9,42.6,38.1,19.1,14.3
"Diff",9.40000000000001,11.4,1.1,3,7.4,1.4,-2.6,2.7,15.1,1,-3.3,7.9,4.7
