"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",86,91,22,7,40,13,4,9,20,39.5,39.3,13,10
"Season",102.9,111.6,20.9,9.7,42.9,19.6,12.3,7.4,41.4,43.2,37.5,21.1,15.6
"Diff",-16.9,-20.6,1.1,-2.7,-2.9,-6.6,-8.3,1.6,-21.4,-3.7,1.8,-8.1,-5.6
