"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",107,115,17,10,35,17,12,15,34,39.8,27.7,38,15
"Season",105.9,100.4,21.3,9,45.7,18.1,13,6.1,40.9,43.9,31.8,21.1,14.7
"Diff",1.09999999999999,14.6,-4.3,1,-10.7,-1.1,-1,8.9,-6.9,-4.1,-4.1,16.9,0.300000000000001
