"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",119,97,21,9,46,35,13,7,38,47.7,36.5,21,15
"Season",104.2,103.1,20.9,8.9,43.6,15.4,12.5,7.5,40.2,43.5,30.5,23.6,15.2
"Diff",14.8,-6.09999999999999,0.100000000000001,0.0999999999999996,2.4,19.6,0.5,-0.5,-2.2,4.2,6,-2.6,-0.199999999999999
