"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",109,93,21,7,51,13,9,5,30,44.7,38.6,13,15
"Season",105.5,103.6,20.9,9.1,43,18.1,13,7.8,41.2,43.8,30.3,24.6,15.2
"Diff",3.5,-10.6,0.100000000000001,-2.1,8,-5.1,-4,-2.8,-11.2,0.900000000000006,8.3,-11.6,-0.199999999999999
