"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",105,104,22,7,40,14,10,9,40,48,30.8,24,19
"Season",105.9,100.4,21.3,9,45.7,18.1,13,6.1,40.9,43.9,31.8,21.1,14.7
"Diff",-0.900000000000006,3.59999999999999,0.699999999999999,-2,-5.7,-4.1,-3,2.9,-0.899999999999999,4.1,-1,2.9,4.3
