"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",105,100,19,12,44,21,13,3,40,39.8,26.7,29,14
"Season",106,102.8,21.1,8.5,43.9,17.1,12.5,8,40,44.5,31.8,22.6,15.4
"Diff",-1,-2.8,-2.1,3.5,0.100000000000001,3.9,0.5,-5,0,-4.7,-5.1,6.4,-1.4
