"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",122,121,28,10,43,21,18,15,54,48.5,36.6,19,12
"Season",103.9,100.1,20,8.8,44,17.1,11.9,6.5,38.2,43.4,30.5,23.9,15.6
"Diff",18.1,20.9,8,1.2,-1,3.9,6.1,8.5,15.8,5.1,6.1,-4.9,-3.6
