"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",112,103,16,10,55,18,13,5,32,37.8,44.8,36,14
"Season",95.9,93.1,22.3,7.7,40.4,23.3,8.1,9.9,37.4,46.7,35.1,15.9,18.4
"Diff",16.1,9.90000000000001,-6.3,2.3,14.6,-5.3,4.9,-4.9,-5.4,-8.90000000000001,9.7,20.1,-4.4
