"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",97,100,23,7,38,26,1,13,38,48.1,40.9,17,19
"Season",98,93.6,21.3,8.1,42.9,22.1,9.9,8.7,36.6,45.2,35.7,18.6,17.7
"Diff",-1,6.40000000000001,1.7,-1.1,-4.9,3.9,-8.9,4.3,1.4,2.9,5.2,-1.6,1.3
