"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",96,87,22,7,41,16,8,7,40,49.4,31,14,18
"Season",98.1,95.4,21.4,8.1,42.4,23.6,8.9,9.6,36.3,45.1,37.1,19,17.9
"Diff",-2.09999999999999,-8.40000000000001,0.600000000000001,-1.1,-1.4,-7.6,-0.9,-2.6,3.7,4.3,-6.1,-5,0.100000000000001
