"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",106,96,28,6,36,31,11,4,54,50.6,37.5,16,15
"Season",96.7,94.1,20.6,8.3,43.1,21.4,8.4,10,34.3,44.9,36.2,18.7,18.3
"Diff",9.3,1.90000000000001,7.4,-2.3,-7.1,9.6,2.6,-6,19.7,5.7,1.3,-2.7,-3.3
