"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",88,97,20,7,44,18,8,14,32,41.6,24,25,24
"Season",99.3,94,21.7,8.1,42,23.3,8.9,8.6,37.4,46.2,38.1,17.4,17
"Diff",-11.3,3,-1.7,-1.1,2,-5.3,-0.9,5.4,-5.4,-4.6,-14.1,7.6,7
