"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",116,104,27,13,51,25,10,22,46,47.1,40.7,34,18
"Season",114.4,120.9,20.6,11.1,44.6,16.6,14.1,12.7,45.4,43.6,35.1,29.1,14.9
"Diff",1.59999999999999,-16.9,6.4,1.9,6.4,8.4,-4.1,9.3,0.600000000000001,3.5,5.6,4.9,3.1
