"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",121,125,21,14,49,18,18,16,50,41.7,29.7,34,16
"Season",111.7,117.3,21.3,10.3,44.3,17.5,12.5,15,42.3,43.4,37.2,28.2,14.7
"Diff",9.3,7.7,-0.300000000000001,3.7,4.7,0.5,5.5,1,7.7,-1.7,-7.5,5.8,1.3
