"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",114,122,15,7,44,15,11,22,48,41.2,29,30,7
"Season",114.7,118.3,22.3,12,45.6,18,14,12.7,45.1,44.4,36.8,29.7,16.4
"Diff",-0.700000000000003,3.7,-7.3,-5,-1.6,-3,-3,9.3,2.9,-3.2,-7.8,0.300000000000001,-9.4
