"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",131,140,22,11,43,23,21,13,52,47.9,40,32,20
"Season",112.3,115.7,21.3,11.4,45.7,16.9,12.6,14,44.6,43.4,35.2,29.4,14.6
"Diff",18.7,24.3,0.699999999999999,-0.4,-2.7,6.1,8.4,-1,7.4,4.5,4.8,2.6,5.4
