"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",111,124,24,17,56,9,16,17,50,40.6,38.7,31,15
"Season",115.1,118,21,10.6,43.9,18.9,13.3,13.4,44.9,44.5,35.4,29.6,15.3
"Diff",-4.09999999999999,6,3,6.4,12.1,-9.9,2.7,3.6,5.1,-3.9,3.3,1.4,-0.300000000000001
