"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",120,113,31,12,59,12,12,22,68,54.1,33.3,17,16
"Season",103.7,102.6,17.1,8.9,48.9,13,11.6,6.7,37.7,43.6,38,29.6,13.9
"Diff",16.3,10.4,13.9,3.1,10.1,-1,0.4,15.3,30.3,10.5,-4.7,-12.6,2.1
