"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",104,99,15,10,56,6,12,10,38,41.6,41.2,29,11
"Season",106,104.6,19.4,9.1,49.3,13.9,11.6,8.4,42,45.4,36.9,27.9,14.6
"Diff",-2,-5.59999999999999,-4.4,0.9,6.7,-7.9,0.4,1.6,-4,-3.8,4.3,1.1,-3.6
