"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",93,109,16,11,44,14,13,13,34,37.5,37.9,28,9
"Season",107.6,103.1,19.3,9,51,12.7,11.4,8,42.6,46,37.3,28,14.9
"Diff",-14.6,5.90000000000001,-3.3,2,-7,1.3,1.6,5,-8.6,-8.5,0.600000000000001,0,-5.9
