"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",97,88,18,16,55,27,17,8,46,43.8,31.6,9,16
"Season",108.9,120.7,18.3,9,45.9,14.6,11.4,10.6,44.9,44.5,35.7,30.4,17.1
"Diff",-11.9,-32.7,-0.300000000000001,7,9.1,12.4,5.6,-2.6,1.1,-0.700000000000003,-4.1,-21.4,-1.1
