"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",122,116,23,11,45,18,12,6,58,49.4,37.5,38,9
"Season",105.3,116.7,17.6,9.7,47.3,15.9,12.1,10.9,43.1,43.7,34.9,26.3,18.1
"Diff",16.7,-0.700000000000003,5.4,1.3,-2.3,2.1,-0.0999999999999996,-4.9,14.9,5.7,2.6,11.7,-9.1
