"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",88,130,19,4,36,9,9,5,36,38,25,38,19
"Season",110.1,114.7,18.1,10.7,48.6,17.1,12.6,11,46.3,45.4,36.7,26.3,16.7
"Diff",-22.1,15.3,0.899999999999999,-6.7,-12.6,-8.1,-3.6,-6,-10.3,-7.4,-11.7,11.7,2.3
