"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",117,115,20,6,45,11,10,11,50,54.5,33.3,27,21
"Season",106,116.9,18,10.4,47.3,16.9,12.4,10.1,44.3,43,35.5,27.9,16.4
"Diff",11,-1.90000000000001,2,-4.4,-2.3,-5.9,-2.4,0.9,5.7,11.5,-2.2,-0.899999999999999,4.6
