"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",122,114,18,10,66,14,17,13,46,46.9,45.5,24,18
"Season",105.3,117,18.3,9.9,44.3,16.4,11.4,9.9,44.9,44.1,33.7,28.3,16.9
"Diff",16.7,-3,-0.300000000000001,0.0999999999999996,21.7,-2.4,5.6,3.1,1.1,2.8,11.8,-4.3,1.1
