"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",115,117,19,13,37,27,14,17,48,43.4,40.9,29,9
"Season",90,103.9,18.7,10,41,12.6,10,8.4,41.1,42.5,31.6,14.7,14.6
"Diff",25,13.1,0.300000000000001,3,-4,14.4,4,8.6,6.9,0.899999999999999,9.3,14.3,-5.6
