"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",100,105,19,9,42,19,14,6,56,47.7,34.8,10,17
"Season",92.1,105.6,18.7,10.6,40.3,13.7,10,10,40,41.9,32.5,17.4,13.4
"Diff",7.90000000000001,-0.599999999999994,0.300000000000001,-1.6,1.7,5.3,4,-4,16,5.8,2.3,-7.4,3.6
