"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",86,113,24,7,26,12,6,6,42,43.2,30,12,15
"Season",94.1,104.4,18,10.9,42.6,14.7,11.1,10,42,42.6,33.2,17.1,13.7
"Diff",-8.09999999999999,8.59999999999999,6,-3.9,-16.6,-2.7,-5.1,-4,0,0.600000000000001,-3.2,-5.1,1.3
