"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",83,110,13,11,43,14,8,6,30,39,27.3,16,17
"Season",94.6,104.9,19.6,10.3,40.1,14.4,10.9,10,43.7,43.2,33.6,16.6,13.4
"Diff",-11.6,5.09999999999999,-6.6,0.699999999999999,2.9,-0.4,-2.9,-4,-13.7,-4.2,-6.3,-0.600000000000001,3.6
