"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",83,101,15,10,46,8,9,12,56,42,14.3,14,14
"Season",94.6,106.1,19.3,10.4,39.7,15.3,10.7,9.1,40,42.7,35.4,16.9,13.9
"Diff",-11.6,-5.09999999999999,-4.3,-0.4,6.3,-7.3,-1.7,2.9,16,-0.700000000000003,-21.1,-2.9,0.0999999999999996
