"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",106,114,25,5,34,16,9,11,44,46.9,35,25,12
"Season",91.3,104.3,17.9,11.1,41.4,14.1,10.7,9.3,41.7,42,32.5,15.3,14.1
"Diff",14.7,9.7,7.1,-6.1,-7.4,1.9,-1.7,1.7,2.3,4.9,2.5,9.7,-2.1
