"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",112,119,27,9,38,20,8,20,60,48.9,33.3,20,17
"Season",103.1,105.7,21.9,8.4,45.7,15.7,10.6,14.9,54.6,46.3,28.4,22.4,17.3
"Diff",8.90000000000001,13.3,5.1,0.6,-7.7,4.3,-2.6,5.1,5.4,2.6,4.9,-2.4,-0.300000000000001
