"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",110,113,16,2,32,11,4,6,56,54.4,22.2,27,11
"Season",103.4,106.6,23.4,9.4,46.6,17,11.1,16.9,55.1,45.5,30,21.4,18.1
"Diff",6.59999999999999,6.40000000000001,-7.4,-7.4,-14.6,-6,-7.1,-10.9,0.899999999999999,8.9,-7.8,5.6,-7.1
