"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",92,101,20,9,49,16,10,22,56,45.6,13,24,21
"Season",106,108.3,22.9,8.4,44.1,16.3,10.3,14.6,55.1,46.8,31.3,21.9,16.7
"Diff",-14,-7.3,-2.9,0.6,4.9,-0.300000000000001,-0.300000000000001,7.4,0.899999999999999,-1.2,-18.3,2.1,4.3
