"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",102,99,27,6,53,16,12,17,54,44.6,23.3,16,21
"Season",104.6,108.6,21.9,8.9,43.6,16.3,10,15.3,55.4,46.9,29.8,23,16.7
"Diff",-2.59999999999999,-9.59999999999999,5.1,-2.9,9.4,-0.300000000000001,2,1.7,-1.4,-2.3,-6.5,-7,4.3
