"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",132,130,22,5,42,18,6,24,62,51.1,46.2,33,19
"Season",100.3,104.1,22.6,9,45.1,16,10.9,14.3,54.3,46,26.5,20.6,17
"Diff",31.7,25.9,-0.600000000000001,-4,-3.1,2,-4.9,9.7,7.7,5.1,19.7,12.4,2
