"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",140,131,29,14,47,25,27,28,66,52,26.5,32,14
"Season",107.4,104.4,22.6,9.9,43.9,16.9,12.6,13.3,42.3,47.7,41.1,22.1,14.7
"Diff",32.6,26.6,6.4,4.1,3.1,8.1,14.4,14.7,23.7,4.3,-14.6,9.9,-0.699999999999999
