"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",96,114,15,6,39,10,8,18,40,44.9,22.2,33,12
"Season",113.7,106.9,24.6,11,45,19,15.3,14.7,46,48.7,41.7,22,15
"Diff",-17.7,7.09999999999999,-9.6,-5,-6,-9,-7.3,3.3,-6,-3.8,-19.5,11,-3
