"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",130,107,31,8,42,20,11,18,54,66.7,45.5,11,17
"Season",108.9,107.9,22.3,10.7,44.6,17.6,14.9,14.7,44,45.6,38.3,25.1,14.3
"Diff",21.1,-0.900000000000006,8.7,-2.7,-2.6,2.4,-3.9,3.3,10,21.1,7.2,-14.1,2.7
