"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",124,107,35,8,43,22,8,16,44,54.4,61.5,13,11
"Season",109.7,107.9,21.7,10.7,44.4,17.3,15.3,15,45.4,47.3,36.1,24.9,15.1
"Diff",14.3,-0.900000000000006,13.3,-2.7,-1.4,4.7,-7.3,1,-1.4,7.1,25.4,-11.9,-4.1
