"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",96,114,13,14,41,25,14,7,28,33.7,34.5,35,19
"Season",113.7,106.9,24.9,9.9,44.7,16.9,14.4,16.3,47.7,50.3,39.9,21.7,14
"Diff",-17.7,7.09999999999999,-11.9,4.1,-3.7,8.1,-0.4,-9.3,-19.7,-16.6,-5.4,13.3,5
